CODE,DECLARANT,YEAR,MONTH,PERIOD,IMPORT_QUANTITY_TON,EXPORT_QUANTITY_TON,CONSUMPTION_TON,CONSUMPTION_G,CONSUMPTION_AVO,POPULATION_SIZE,CONSUMPTION_AVO_PP
SVK,063 Slovakia,2011,Mrt,201103 Mar. 2011,33.40,0.00,33.40,33400000.00,185555.56,5392446,0.0344
SVK,063 Slovakia,2011,Apr,201104 Apr. 2011,32.10,0.00,32.10,32100000.00,178333.33,5392446,0.0331
SVK,063 Slovakia,2011,Mei,201105 May. 2011,21.40,0.00,21.40,21400000.00,118888.89,5392446,0.0220
SVK,063 Slovakia,2011,Jun,201106 Jun. 2011,27.90,0.00,27.90,27900000.00,155000.00,5392446,0.0287
SVK,063 Slovakia,2011,Jul,201107 Jul. 2011,21.40,0.00,21.40,21400000.00,118888.89,5392446,0.0220
SVK,063 Slovakia,2011,Aug,201108 Aug. 2011,14.50,0.00,14.50,14500000.00,80555.56,5392446,0.0149
SVK,063 Slovakia,2011,Sep,201109 Sep. 2011,15.50,0.00,15.50,15500000.00,86111.11,5392446,0.0160
SVK,063 Slovakia,2011,Okt,201110 Oct. 2011,41.90,0.00,41.90,41900000.00,232777.78,5392446,0.0432
SVK,063 Slovakia,2011,Nov,201111 Nov. 2011,56.40,0.00,56.40,56400000.00,313333.33,5392446,0.0581
SVK,063 Slovakia,2011,Dec,201112 Dec. 2011,93.30,0.00,93.30,93300000.00,518333.33,5392446,0.0961
SVK,063 Slovakia,2012,Jan,201201 Jan. 2012,36.20,0.00,36.20,36200000.00,201111.11,5404322,0.0372
SVK,063 Slovakia,2012,Feb,201202 Feb. 2012,47.30,0.00,47.30,47300000.00,262777.78,5404322,0.0486
SVK,063 Slovakia,2012,Mrt,201203 Mar. 2012,40.50,0.00,40.50,40500000.00,225000.00,5404322,0.0416
SVK,063 Slovakia,2012,Apr,201204 Apr. 2012,32.00,0.00,32.00,32000000.00,177777.78,5404322,0.0329
SVK,063 Slovakia,2012,Mei,201205 May. 2012,52.60,0.00,52.60,52600000.00,292222.22,5404322,0.0541
SVK,063 Slovakia,2012,Jun,201206 Jun. 2012,21.00,0.00,21.00,21000000.00,116666.67,5404322,0.0216
SVK,063 Slovakia,2012,Jul,201207 Jul. 2012,23.60,0.00,23.60,23600000.00,131111.11,5404322,0.0243
SVK,063 Slovakia,2012,Aug,201208 Aug. 2012,27.40,0.00,27.40,27400000.00,152222.22,5404322,0.0282
SVK,063 Slovakia,2012,Sep,201209 Sep. 2012,19.90,0.00,19.90,19900000.00,110555.56,5404322,0.0205
SVK,063 Slovakia,2012,Okt,201210 Oct. 2012,58.00,0.00,58.00,58000000.00,322222.22,5404322,0.0596
SVK,063 Slovakia,2012,Nov,201211 Nov. 2012,91.00,0.00,91.00,91000000.00,505555.56,5404322,0.0935
SVK,063 Slovakia,2012,Dec,201212 Dec. 2012,98.90,0.00,98.90,98900000.00,549444.44,5404322,0.1017
SVK,063 Slovakia,2013,Jan,201301 Jan. 2013,58.20,0.00,58.20,58200000.00,323333.33,5410836,0.0598
SVK,063 Slovakia,2013,Feb,201302 Feb. 2013,50.40,0.00,50.40,50400000.00,280000.00,5410836,0.0517
SVK,063 Slovakia,2013,Mrt,201303 Mar. 2013,47.30,0.00,47.30,47300000.00,262777.78,5410836,0.0486
SVK,063 Slovakia,2013,Apr,201304 Apr. 2013,46.70,0.50,46.20,46200000.00,256666.67,5410836,0.0474
SVK,063 Slovakia,2013,Mei,201305 May. 2013,33.50,0.40,33.10,33100000.00,183888.89,5410836,0.0340
SVK,063 Slovakia,2013,Jun,201306 Jun. 2013,41.00,0.00,41.00,41000000.00,227777.78,5410836,0.0421
SVK,063 Slovakia,2013,Jul,201307 Jul. 2013,27.10,0.00,27.10,27100000.00,150555.56,5410836,0.0278
SVK,063 Slovakia,2013,Aug,201308 Aug. 2013,23.30,0.00,23.30,23300000.00,129444.44,5410836,0.0239
SVK,063 Slovakia,2013,Sep,201309 Sep. 2013,12.50,0.00,12.50,12500000.00,69444.44,5410836,0.0128
SVK,063 Slovakia,2013,Okt,201310 Oct. 2013,55.90,0.00,55.90,55900000.00,310555.56,5410836,0.0574
SVK,063 Slovakia,2013,Nov,201311 Nov. 2013,78.80,0.00,78.80,78800000.00,437777.78,5410836,0.0809
SVK,063 Slovakia,2013,Dec,201312 Dec. 2013,90.30,0.00,90.30,90300000.00,501666.67,5410836,0.0927
SVK,063 Slovakia,2014,Jan,201401 Jan. 2014,83.00,0.00,83.00,83000000.00,461111.11,5415949,0.0851
SVK,063 Slovakia,2014,Feb,201402 Feb. 2014,58.10,0.00,58.10,58100000.00,322777.78,5415949,0.0596
SVK,063 Slovakia,2014,Mrt,201403 Mar. 2014,66.70,0.00,66.70,66700000.00,370555.56,5415949,0.0684
SVK,063 Slovakia,2014,Apr,201404 Apr. 2014,62.50,0.00,62.50,62500000.00,347222.22,5415949,0.0641
SVK,063 Slovakia,2014,Mei,201405 May. 2014,51.40,0.00,51.40,51400000.00,285555.56,5415949,0.0527
SVK,063 Slovakia,2014,Jun,201406 Jun. 2014,50.30,0.00,50.30,50300000.00,279444.44,5415949,0.0516
SVK,063 Slovakia,2014,Jul,201407 Jul. 2014,55.30,0.00,55.30,55300000.00,307222.22,5415949,0.0567
SVK,063 Slovakia,2014,Aug,201408 Aug. 2014,39.60,0.00,39.60,39600000.00,220000.00,5415949,0.0406
SVK,063 Slovakia,2014,Sep,201409 Sep. 2014,48.10,3.60,44.50,44500000.00,247222.22,5415949,0.0456
SVK,063 Slovakia,2014,Okt,201410 Oct. 2014,89.90,0.00,89.90,89900000.00,499444.44,5415949,0.0922
SVK,063 Slovakia,2014,Nov,201411 Nov. 2014,142.30,0.20,142.10,142100000.00,789444.44,5415949,0.1458
SVK,063 Slovakia,2014,Dec,201412 Dec. 2014,194.80,0.40,194.40,194400000.00,1080000.00,5415949,0.1994
SVK,063 Slovakia,2015,Jan,201501 Jan. 2015,94.20,0.20,94.00,94000000.00,522222.22,5421349,0.0963
SVK,063 Slovakia,2015,Feb,201502 Feb. 2015,65.10,0.30,64.80,64800000.00,360000.00,5421349,0.0664
SVK,063 Slovakia,2015,Mrt,201503 Mar. 2015,80.50,0.30,80.20,80200000.00,445555.56,5421349,0.0822
SVK,063 Slovakia,2015,Apr,201504 Apr. 2015,66.20,0.30,65.90,65900000.00,366111.11,5421349,0.0675
SVK,063 Slovakia,2015,Mei,201505 May. 2015,52.90,0.30,52.60,52600000.00,292222.22,5421349,0.0539
SVK,063 Slovakia,2015,Jun,201506 Jun. 2015,49.10,0.20,48.90,48900000.00,271666.67,5421349,0.0501
SVK,063 Slovakia,2015,Jul,201507 Jul. 2015,36.70,0.20,36.50,36500000.00,202777.78,5421349,0.0374
SVK,063 Slovakia,2015,Aug,201508 Aug. 2015,39.20,0.20,39.00,39000000.00,216666.67,5421349,0.0400
SVK,063 Slovakia,2015,Sep,201509 Sep. 2015,47.20,0.20,47.00,47000000.00,261111.11,5421349,0.0482
SVK,063 Slovakia,2015,Okt,201510 Oct. 2015,73.10,0.20,72.90,72900000.00,405000.00,5421349,0.0747
SVK,063 Slovakia,2015,Nov,201511 Nov. 2015,151.80,0.20,151.60,151600000.00,842222.22,5421349,0.1554
SVK,063 Slovakia,2015,Dec,201512 Dec. 2015,185.50,0.40,185.10,185100000.00,1028333.33,5421349,0.1897
HUN,064 Hungary,2010,Jan,201001 Jan. 2010,15.20,0.00,15.20,15200000.00,84444.44,10014324,0.0084
HUN,064 Hungary,2010,Feb,201002 Feb. 2010,30.30,0.00,30.30,30300000.00,168333.33,10014324,0.0168
HUN,064 Hungary,2010,Mrt,201003 Mar. 2010,32.20,0.00,32.20,32200000.00,178888.89,10014324,0.0179
HUN,064 Hungary,2010,Apr,201004 Apr. 2010,29.10,0.00,29.10,29100000.00,161666.67,10014324,0.0161
HUN,064 Hungary,2010,Mei,201005 May. 2010,66.40,0.00,66.40,66400000.00,368888.89,10014324,0.0368
HUN,064 Hungary,2010,Jun,201006 Jun. 2010,29.00,0.00,29.00,29000000.00,161111.11,10014324,0.0161
HUN,064 Hungary,2010,Jul,201007 Jul. 2010,41.30,0.00,41.30,41300000.00,229444.44,10014324,0.0229
HUN,064 Hungary,2010,Aug,201008 Aug. 2010,21.80,0.00,21.80,21800000.00,121111.11,10014324,0.0121
HUN,064 Hungary,2010,Sep,201009 Sep. 2010,39.10,0.00,39.10,39100000.00,217222.22,10014324,0.0217
HUN,064 Hungary,2010,Okt,201010 Oct. 2010,33.90,0.00,33.90,33900000.00,188333.33,10014324,0.0188
HUN,064 Hungary,2010,Nov,201011 Nov. 2010,44.10,0.00,44.10,44100000.00,245000.00,10014324,0.0245
HUN,064 Hungary,2010,Dec,201012 Dec. 2010,37.10,0.00,37.10,37100000.00,206111.11,10014324,0.0206
HUN,064 Hungary,2011,Jan,201101 Jan. 2011,70.50,2.50,68.00,68000000.00,377777.78,9985722,0.0378
HUN,064 Hungary,2011,Feb,201102 Feb. 2011,63.20,0.00,63.20,63200000.00,351111.11,9985722,0.0352
HUN,064 Hungary,2011,Mrt,201103 Mar. 2011,30.60,0.00,30.60,30600000.00,170000.00,9985722,0.0170
HUN,064 Hungary,2011,Apr,201104 Apr. 2011,21.60,0.00,21.60,21600000.00,120000.00,9985722,0.0120
HUN,064 Hungary,2011,Mei,201105 May. 2011,50.20,33.80,16.40,16400000.00,91111.11,9985722,0.0091
HUN,064 Hungary,2011,Jun,201106 Jun. 2011,24.50,1.60,22.90,22900000.00,127222.22,9985722,0.0127
HUN,064 Hungary,2011,Jul,201107 Jul. 2011,20.00,0.00,20.00,20000000.00,111111.11,9985722,0.0111
HUN,064 Hungary,2011,Aug,201108 Aug. 2011,13.10,0.00,13.10,13100000.00,72777.78,9985722,0.0073
HUN,064 Hungary,2011,Sep,201109 Sep. 2011,6.80,0.00,6.80,6800000.00,37777.78,9985722,0.0038
HUN,064 Hungary,2011,Okt,201110 Oct. 2011,23.00,0.00,23.00,23000000.00,127777.78,9985722,0.0128
HUN,064 Hungary,2011,Nov,201111 Nov. 2011,48.20,6.20,42.00,42000000.00,233333.33,9985722,0.0234
HUN,064 Hungary,2011,Dec,201112 Dec. 2011,62.70,2.00,60.70,60700000.00,337222.22,9985722,0.0338
HUN,064 Hungary,2012,Jan,201201 Jan. 2012,102.30,24.80,77.50,77500000.00,430555.56,9931925,0.0434
HUN,064 Hungary,2012,Feb,201202 Feb. 2012,92.50,11.20,81.30,81300000.00,451666.67,9931925,0.0455
HUN,064 Hungary,2012,Mrt,201203 Mar. 2012,73.00,9.00,64.00,64000000.00,355555.56,9931925,0.0358
HUN,064 Hungary,2012,Apr,201204 Apr. 2012,63.10,11.80,51.30,51300000.00,285000.00,9931925,0.0287
HUN,064 Hungary,2012,Mei,201205 May. 2012,53.90,3.70,50.20,50200000.00,278888.89,9931925,0.0281
HUN,064 Hungary,2012,Jun,201206 Jun. 2012,24.50,2.60,21.90,21900000.00,121666.67,9931925,0.0123
HUN,064 Hungary,2012,Jul,201207 Jul. 2012,25.70,0.00,25.70,25700000.00,142777.78,9931925,0.0144
HUN,064 Hungary,2012,Aug,201208 Aug. 2012,35.50,3.30,32.20,32200000.00,178888.89,9931925,0.0180
HUN,064 Hungary,2012,Sep,201209 Sep. 2012,42.00,4.80,37.20,37200000.00,206666.67,9931925,0.0208
HUN,064 Hungary,2012,Okt,201210 Oct. 2012,65.20,9.50,55.70,55700000.00,309444.44,9931925,0.0312
HUN,064 Hungary,2012,Nov,201211 Nov. 2012,63.80,3.70,60.10,60100000.00,333888.89,9931925,0.0336
HUN,064 Hungary,2012,Dec,201212 Dec. 2012,99.70,6.90,92.80,92800000.00,515555.56,9931925,0.0519
HUN,064 Hungary,2013,Jan,201301 Jan. 2013,81.10,0.90,80.20,80200000.00,445555.56,9908798,0.0450
HUN,064 Hungary,2013,Feb,201302 Feb. 2013,65.20,2.50,62.70,62700000.00,348333.33,9908798,0.0352
HUN,064 Hungary,2013,Mrt,201303 Mar. 2013,53.90,0.90,53.00,53000000.00,294444.44,9908798,0.0297
HUN,064 Hungary,2013,Apr,201304 Apr. 2013,66.60,3.00,63.60,63600000.00,353333.33,9908798,0.0357
HUN,064 Hungary,2013,Mei,201305 May. 2013,66.60,0.00,66.60,66600000.00,370000.00,9908798,0.0373
HUN,064 Hungary,2013,Jun,201306 Jun. 2013,65.10,1.00,64.10,64100000.00,356111.11,9908798,0.0359
HUN,064 Hungary,2013,Jul,201307 Jul. 2013,77.70,3.00,74.70,74700000.00,415000.00,9908798,0.0419
HUN,064 Hungary,2013,Aug,201308 Aug. 2013,46.20,0.00,46.20,46200000.00,256666.67,9908798,0.0259
HUN,064 Hungary,2013,Sep,201309 Sep. 2013,52.00,2.70,49.30,49300000.00,273888.89,9908798,0.0276
HUN,064 Hungary,2013,Okt,201310 Oct. 2013,75.60,5.30,70.30,70300000.00,390555.56,9908798,0.0394
HUN,064 Hungary,2013,Nov,201311 Nov. 2013,99.10,15.90,83.20,83200000.00,462222.22,9908798,0.0466
HUN,064 Hungary,2013,Dec,201312 Dec. 2013,98.70,9.70,89.00,89000000.00,494444.44,9908798,0.0499
HUN,064 Hungary,2014,Jan,201401 Jan. 2014,189.10,15.60,173.50,173500000.00,963888.89,9877365,0.0976
HUN,064 Hungary,2014,Feb,201402 Feb. 2014,176.10,16.00,160.10,160100000.00,889444.44,9877365,0.0900
HUN,064 Hungary,2014,Mrt,201403 Mar. 2014,326.40,13.00,313.40,313400000.00,1741111.11,9877365,0.1763
HUN,064 Hungary,2014,Apr,201404 Apr. 2014,93.40,18.50,74.90,74900000.00,416111.11,9877365,0.0421
HUN,064 Hungary,2014,Mei,201405 May. 2014,134.60,30.60,104.00,104000000.00,577777.78,9877365,0.0585
HUN,064 Hungary,2014,Jun,201406 Jun. 2014,116.20,22.40,93.80,93800000.00,521111.11,9877365,0.0528
HUN,064 Hungary,2014,Jul,201407 Jul. 2014,86.90,6.60,80.30,80300000.00,446111.11,9877365,0.0452
HUN,064 Hungary,2014,Aug,201408 Aug. 2014,86.00,8.50,77.50,77500000.00,430555.56,9877365,0.0436
HUN,064 Hungary,2014,Sep,201409 Sep. 2014,147.10,31.60,115.50,115500000.00,641666.67,9877365,0.0650
HUN,064 Hungary,2014,Okt,201410 Oct. 2014,268.10,6.10,262.00,262000000.00,1455555.56,9877365,0.1474
HUN,064 Hungary,2014,Nov,201411 Nov. 2014,205.80,48.20,157.60,157600000.00,875555.56,9877365,0.0886
HUN,064 Hungary,2014,Dec,201412 Dec. 2014,137.10,11.80,125.30,125300000.00,696111.11,9877365,0.0705
HUN,064 Hungary,2015,Jan,201501 Jan. 2015,188.50,19.60,168.90,168900000.00,938333.33,9855571,0.0952
HUN,064 Hungary,2015,Feb,201502 Feb. 2015,195.40,18.60,176.80,176800000.00,982222.22,9855571,0.0997
HUN,064 Hungary,2015,Mrt,201503 Mar. 2015,265.10,12.70,252.40,252400000.00,1402222.22,9855571,0.1423
HUN,064 Hungary,2015,Apr,201504 Apr. 2015,130.30,5.70,124.60,124600000.00,692222.22,9855571,0.0702
HUN,064 Hungary,2015,Mei,201505 May. 2015,162.80,14.00,148.80,148800000.00,826666.67,9855571,0.0839
HUN,064 Hungary,2015,Jun,201506 Jun. 2015,141.10,9.00,132.10,132100000.00,733888.89,9855571,0.0745
HUN,064 Hungary,2015,Jul,201507 Jul. 2015,83.00,19.10,63.90,63900000.00,355000.00,9855571,0.0360
HUN,064 Hungary,2015,Aug,201508 Aug. 2015,65.40,11.60,53.80,53800000.00,298888.89,9855571,0.0303
HUN,064 Hungary,2015,Sep,201509 Sep. 2015,88.30,13.20,75.10,75100000.00,417222.22,9855571,0.0423
HUN,064 Hungary,2015,Okt,201510 Oct. 2015,169.40,14.10,155.30,155300000.00,862777.78,9855571,0.0875
HUN,064 Hungary,2015,Nov,201511 Nov. 2015,178.80,44.20,134.60,134600000.00,747777.78,9855571,0.0759
HUN,064 Hungary,2015,Dec,201512 Dec. 2015,94.80,12.20,82.60,82600000.00,458888.89,9855571,0.0466
ROU,066 Romania,2010,Jan,201001 Jan. 2010,17.60,0.70,16.90,16900000.00,93888.89,20294683,0.0046
ROU,066 Romania,2010,Feb,201002 Feb. 2010,67.60,0.60,67.00,67000000.00,372222.22,20294683,0.0183
ROU,066 Romania,2010,Mrt,201003 Mar. 2010,63.60,1.50,62.10,62100000.00,345000.00,20294683,0.0170
ROU,066 Romania,2010,Apr,201004 Apr. 2010,42.50,0.60,41.90,41900000.00,232777.78,20294683,0.0115
ROU,066 Romania,2010,Mei,201005 May. 2010,59.80,0.70,59.10,59100000.00,328333.33,20294683,0.0162
ROU,066 Romania,2010,Jun,201006 Jun. 2010,40.40,1.00,39.40,39400000.00,218888.89,20294683,0.0108
ROU,066 Romania,2010,Jul,201007 Jul. 2010,25.30,0.50,24.80,24800000.00,137777.78,20294683,0.0068
ROU,066 Romania,2010,Aug,201008 Aug. 2010,15.90,1.70,14.20,14200000.00,78888.89,20294683,0.0039
ROU,066 Romania,2010,Sep,201009 Sep. 2010,15.80,0.80,15.00,15000000.00,83333.33,20294683,0.0041
ROU,066 Romania,2010,Okt,201010 Oct. 2010,18.90,0.30,18.60,18600000.00,103333.33,20294683,0.0051
ROU,066 Romania,2010,Nov,201011 Nov. 2010,54.10,6.40,47.70,47700000.00,265000.00,20294683,0.0131
ROU,066 Romania,2010,Dec,201012 Dec. 2010,78.40,1.20,77.20,77200000.00,428888.89,20294683,0.0211
ROU,066 Romania,2011,Jan,201101 Jan. 2011,43.50,10.90,32.60,32600000.00,181111.11,20199059,0.0090
ROU,066 Romania,2011,Feb,201102 Feb. 2011,31.60,0.40,31.20,31200000.00,173333.33,20199059,0.0086
ROU,066 Romania,2011,Mrt,201103 Mar. 2011,48.70,1.80,46.90,46900000.00,260555.56,20199059,0.0129
ROU,066 Romania,2011,Apr,201104 Apr. 2011,36.60,2.80,33.80,33800000.00,187777.78,20199059,0.0093
ROU,066 Romania,2011,Mei,201105 May. 2011,63.50,17.30,46.20,46200000.00,256666.67,20199059,0.0127
ROU,066 Romania,2011,Jun,201106 Jun. 2011,39.00,5.70,33.30,33300000.00,185000.00,20199059,0.0092
ROU,066 Romania,2011,Jul,201107 Jul. 2011,21.50,9.00,12.50,12500000.00,69444.44,20199059,0.0034
ROU,066 Romania,2011,Aug,201108 Aug. 2011,20.50,5.20,15.30,15300000.00,85000.00,20199059,0.0042
ROU,066 Romania,2011,Sep,201109 Sep. 2011,15.80,4.10,11.70,11700000.00,65000.00,20199059,0.0032
ROU,066 Romania,2011,Okt,201110 Oct. 2011,23.40,3.00,20.40,20400000.00,113333.33,20199059,0.0056
ROU,066 Romania,2011,Nov,201111 Nov. 2011,55.10,26.10,29.00,29000000.00,161111.11,20199059,0.0080
ROU,066 Romania,2011,Dec,201112 Dec. 2011,50.50,44.60,5.90,5900000.00,32777.78,20199059,0.0016
ROU,066 Romania,2012,Jan,201201 Jan. 2012,57.20,39.50,17.70,17700000.00,98333.33,20095996,0.0049
ROU,066 Romania,2012,Feb,201202 Feb. 2012,39.20,17.60,21.60,21600000.00,120000.00,20095996,0.0060
ROU,066 Romania,2012,Mrt,201203 Mar. 2012,47.00,9.50,37.50,37500000.00,208333.33,20095996,0.0104
ROU,066 Romania,2012,Apr,201204 Apr. 2012,85.20,20.70,64.50,64500000.00,358333.33,20095996,0.0178
ROU,066 Romania,2012,Mei,201205 May. 2012,118.80,19.80,99.00,99000000.00,550000.00,20095996,0.0274
ROU,066 Romania,2012,Jun,201206 Jun. 2012,51.10,9.70,41.40,41400000.00,230000.00,20095996,0.0114
ROU,066 Romania,2012,Jul,201207 Jul. 2012,49.00,8.00,41.00,41000000.00,227777.78,20095996,0.0113
ROU,066 Romania,2012,Aug,201208 Aug. 2012,52.50,4.90,47.60,47600000.00,264444.44,20095996,0.0132
ROU,066 Romania,2012,Sep,201209 Sep. 2012,65.80,5.20,60.60,60600000.00,336666.67,20095996,0.0168
ROU,066 Romania,2012,Okt,201210 Oct. 2012,55.00,4.90,50.10,50100000.00,278333.33,20095996,0.0139
ROU,066 Romania,2012,Nov,201211 Nov. 2012,113.50,5.60,107.90,107900000.00,599444.44,20095996,0.0298
ROU,066 Romania,2012,Dec,201212 Dec. 2012,124.00,10.00,114.00,114000000.00,633333.33,20095996,0.0315
ROU,066 Romania,2013,Jan,201301 Jan. 2013,84.60,4.10,80.50,80500000.00,447222.22,20020074,0.0223
ROU,066 Romania,2013,Feb,201302 Feb. 2013,137.70,6.10,131.60,131600000.00,731111.11,20020074,0.0365
ROU,066 Romania,2013,Mrt,201303 Mar. 2013,127.30,10.60,116.70,116700000.00,648333.33,20020074,0.0324
ROU,066 Romania,2013,Apr,201304 Apr. 2013,146.10,6.60,139.50,139500000.00,775000.00,20020074,0.0387
ROU,066 Romania,2013,Mei,201305 May. 2013,112.30,4.10,108.20,108200000.00,601111.11,20020074,0.0300
ROU,066 Romania,2013,Jun,201306 Jun. 2013,104.20,3.90,100.30,100300000.00,557222.22,20020074,0.0278
ROU,066 Romania,2013,Jul,201307 Jul. 2013,68.60,4.30,64.30,64300000.00,357222.22,20020074,0.0178
ROU,066 Romania,2013,Aug,201308 Aug. 2013,74.90,4.70,70.20,70200000.00,390000.00,20020074,0.0195
ROU,066 Romania,2013,Sep,201309 Sep. 2013,111.90,3.20,108.70,108700000.00,603888.89,20020074,0.0302
ROU,066 Romania,2013,Okt,201310 Oct. 2013,106.30,3.60,102.70,102700000.00,570555.56,20020074,0.0285
ROU,066 Romania,2013,Nov,201311 Nov. 2013,158.70,2.20,156.50,156500000.00,869444.44,20020074,0.0434
ROU,066 Romania,2013,Dec,201312 Dec. 2013,163.20,2.30,160.90,160900000.00,893888.89,20020074,0.0446
ROU,066 Romania,2014,Jan,201401 Jan. 2014,206.80,5.10,201.70,201700000.00,1120555.56,19947311,0.0562
ROU,066 Romania,2014,Feb,201402 Feb. 2014,167.60,3.30,164.30,164300000.00,912777.78,19947311,0.0458
ROU,066 Romania,2014,Mrt,201403 Mar. 2014,280.80,2.80,278.00,278000000.00,1544444.44,19947311,0.0774
ROU,066 Romania,2014,Apr,201404 Apr. 2014,267.70,12.00,255.70,255700000.00,1420555.56,19947311,0.0712
ROU,066 Romania,2014,Mei,201405 May. 2014,209.30,6.10,203.20,203200000.00,1128888.89,19947311,0.0566
ROU,066 Romania,2014,Jun,201406 Jun. 2014,154.20,2.20,152.00,152000000.00,844444.44,19947311,0.0423
ROU,066 Romania,2014,Jul,201407 Jul. 2014,121.70,0.90,120.80,120800000.00,671111.11,19947311,0.0336
ROU,066 Romania,2014,Aug,201408 Aug. 2014,125.00,3.10,121.90,121900000.00,677222.22,19947311,0.0340
ROU,066 Romania,2014,Sep,201409 Sep. 2014,131.00,4.00,127.00,127000000.00,705555.56,19947311,0.0354
ROU,066 Romania,2014,Okt,201410 Oct. 2014,178.60,3.50,175.10,175100000.00,972777.78,19947311,0.0488
ROU,066 Romania,2014,Nov,201411 Nov. 2014,324.80,3.20,321.60,321600000.00,1786666.67,19947311,0.0896
ROU,066 Romania,2014,Dec,201412 Dec. 2014,294.30,5.50,288.80,288800000.00,1604444.44,19947311,0.0804
ROU,066 Romania,2015,Jan,201501 Jan. 2015,306.80,2.90,303.90,303900000.00,1688333.33,19870647,0.0850
ROU,066 Romania,2015,Feb,201502 Feb. 2015,275.90,2.30,273.60,273600000.00,1520000.00,19870647,0.0765
ROU,066 Romania,2015,Mrt,201503 Mar. 2015,295.60,2.80,292.80,292800000.00,1626666.67,19870647,0.0819
ROU,066 Romania,2015,Apr,201504 Apr. 2015,209.40,4.40,205.00,205000000.00,1138888.89,19870647,0.0573
ROU,066 Romania,2015,Mei,201505 May. 2015,226.60,3.30,223.30,223300000.00,1240555.56,19870647,0.0624
ROU,066 Romania,2015,Jun,201506 Jun. 2015,227.50,0.00,227.50,227500000.00,1263888.89,19870647,0.0636
ROU,066 Romania,2015,Jul,201507 Jul. 2015,128.40,0.00,128.40,128400000.00,713333.33,19870647,0.0359
ROU,066 Romania,2015,Aug,201508 Aug. 2015,161.10,0.00,161.10,161100000.00,895000.00,19870647,0.0450
ROU,066 Romania,2015,Sep,201509 Sep. 2015,128.20,0.10,128.10,128100000.00,711666.67,19870647,0.0358
ROU,066 Romania,2015,Okt,201510 Oct. 2015,250.40,0.00,250.40,250400000.00,1391111.11,19870647,0.0700
ROU,066 Romania,2015,Nov,201511 Nov. 2015,401.00,0.10,400.90,400900000.00,2227222.22,19870647,0.1121
ROU,066 Romania,2015,Dec,201512 Dec. 2015,401.60,1.00,400.60,400600000.00,2225555.56,19870647,0.1120
BGR,068 Bulgaria,2010,Jan,201001 Jan. 2010,8.20,0.00,8.20,8200000.00,45555.56,7421766,0.0061
BGR,068 Bulgaria,2010,Feb,201002 Feb. 2010,6.70,0.00,6.70,6700000.00,37222.22,7421766,0.0050
BGR,068 Bulgaria,2010,Mrt,201003 Mar. 2010,18.50,0.00,18.50,18500000.00,102777.78,7421766,0.0138
BGR,068 Bulgaria,2010,Apr,201004 Apr. 2010,17.30,0.40,16.90,16900000.00,93888.89,7421766,0.0127
BGR,068 Bulgaria,2010,Mei,201005 May. 2010,5.60,0.00,5.60,5600000.00,31111.11,7421766,0.0042
BGR,068 Bulgaria,2010,Jun,201006 Jun. 2010,10.60,0.00,10.60,10600000.00,58888.89,7421766,0.0079
BGR,068 Bulgaria,2010,Jul,201007 Jul. 2010,15.30,0.00,15.30,15300000.00,85000.00,7421766,0.0115
BGR,068 Bulgaria,2010,Aug,201008 Aug. 2010,7.60,0.00,7.60,7600000.00,42222.22,7421766,0.0057
BGR,068 Bulgaria,2010,Sep,201009 Sep. 2010,12.60,0.00,12.60,12600000.00,70000.00,7421766,0.0094
BGR,068 Bulgaria,2010,Okt,201010 Oct. 2010,13.50,0.10,13.40,13400000.00,74444.44,7421766,0.0100
BGR,068 Bulgaria,2010,Nov,201011 Nov. 2010,14.90,0.00,14.90,14900000.00,82777.78,7421766,0.0112
BGR,068 Bulgaria,2010,Dec,201012 Dec. 2010,20.30,0.00,20.30,20300000.00,112777.78,7421766,0.0152
BGR,068 Bulgaria,2011,Jan,201101 Jan. 2011,15.40,0.00,15.40,15400000.00,85555.56,7369431,0.0116
BGR,068 Bulgaria,2011,Feb,201102 Feb. 2011,22.40,0.00,22.40,22400000.00,124444.44,7369431,0.0169
BGR,068 Bulgaria,2011,Mrt,201103 Mar. 2011,13.80,0.00,13.80,13800000.00,76666.67,7369431,0.0104
BGR,068 Bulgaria,2011,Apr,201104 Apr. 2011,33.00,0.00,33.00,33000000.00,183333.33,7369431,0.0249
BGR,068 Bulgaria,2011,Mei,201105 May. 2011,24.70,0.00,24.70,24700000.00,137222.22,7369431,0.0186
BGR,068 Bulgaria,2011,Jun,201106 Jun. 2011,29.90,0.00,29.90,29900000.00,166111.11,7369431,0.0225
BGR,068 Bulgaria,2011,Jul,201107 Jul. 2011,19.80,0.00,19.80,19800000.00,110000.00,7369431,0.0149
BGR,068 Bulgaria,2011,Aug,201108 Aug. 2011,27.40,0.00,27.40,27400000.00,152222.22,7369431,0.0207
BGR,068 Bulgaria,2011,Sep,201109 Sep. 2011,23.60,0.00,23.60,23600000.00,131111.11,7369431,0.0178
BGR,068 Bulgaria,2011,Okt,201110 Oct. 2011,12.40,0.00,12.40,12400000.00,68888.89,7369431,0.0093
BGR,068 Bulgaria,2011,Nov,201111 Nov. 2011,42.10,0.00,42.10,42100000.00,233888.89,7369431,0.0317
BGR,068 Bulgaria,2011,Dec,201112 Dec. 2011,25.20,0.00,25.20,25200000.00,140000.00,7369431,0.0190
