CODE,DECLARANT,FLOW,YEAR,MONTH,PERIOD,QUANTITY_TON
DEU,004 Fr Germany,IMPORT,2015,Aug,201508 Aug. 2015,3881.3
DEU,004 Fr Germany,IMPORT,2015,Sep,201509 Sep. 2015,3650
DEU,004 Fr Germany,IMPORT,2015,Okt,201510 Oct. 2015,4145.3
DEU,004 Fr Germany,IMPORT,2015,Nov,201511 Nov. 2015,4222.6
DEU,004 Fr Germany,IMPORT,2015,Dec,201512 Dec. 2015,3886
DEU,004 Fr Germany,EXPORT,2010,Jan,201001 Jan. 2010,281.2
DEU,004 Fr Germany,EXPORT,2010,Feb,201002 Feb. 2010,295.1
DEU,004 Fr Germany,EXPORT,2010,Mrt,201003 Mar. 2010,311.5
DEU,004 Fr Germany,EXPORT,2010,Apr,201004 Apr. 2010,434.4
DEU,004 Fr Germany,EXPORT,2010,Mei,201005 May. 2010,590.4
DEU,004 Fr Germany,EXPORT,2010,Jun,201006 Jun. 2010,592.4
DEU,004 Fr Germany,EXPORT,2010,Jul,201007 Jul. 2010,1172.1
DEU,004 Fr Germany,EXPORT,2010,Aug,201008 Aug. 2010,850.8
DEU,004 Fr Germany,EXPORT,2010,Sep,201009 Sep. 2010,402
DEU,004 Fr Germany,EXPORT,2010,Okt,201010 Oct. 2010,451
DEU,004 Fr Germany,EXPORT,2010,Nov,201011 Nov. 2010,268.6
DEU,004 Fr Germany,EXPORT,2010,Dec,201012 Dec. 2010,431.5
DEU,004 Fr Germany,EXPORT,2011,Jan,201101 Jan. 2011,318.4
DEU,004 Fr Germany,EXPORT,2011,Feb,201102 Feb. 2011,365.7
DEU,004 Fr Germany,EXPORT,2011,Mrt,201103 Mar. 2011,475.2
DEU,004 Fr Germany,EXPORT,2011,Apr,201104 Apr. 2011,428.7
DEU,004 Fr Germany,EXPORT,2011,Mei,201105 May. 2011,542.5
DEU,004 Fr Germany,EXPORT,2011,Jun,201106 Jun. 2011,703
DEU,004 Fr Germany,EXPORT,2011,Jul,201107 Jul. 2011,463.6
DEU,004 Fr Germany,EXPORT,2011,Aug,201108 Aug. 2011,658.8
DEU,004 Fr Germany,EXPORT,2011,Sep,201109 Sep. 2011,408.1
DEU,004 Fr Germany,EXPORT,2011,Okt,201110 Oct. 2011,296.9
DEU,004 Fr Germany,EXPORT,2011,Nov,201111 Nov. 2011,316.7
DEU,004 Fr Germany,EXPORT,2011,Dec,201112 Dec. 2011,468
DEU,004 Fr Germany,EXPORT,2012,Jan,201201 Jan. 2012,388.9
DEU,004 Fr Germany,EXPORT,2012,Feb,201202 Feb. 2012,607.7
DEU,004 Fr Germany,EXPORT,2012,Mrt,201203 Mar. 2012,415.7
DEU,004 Fr Germany,EXPORT,2012,Apr,201204 Apr. 2012,439.5
DEU,004 Fr Germany,EXPORT,2012,Mei,201205 May. 2012,454.9
DEU,004 Fr Germany,EXPORT,2012,Jun,201206 Jun. 2012,392.3
DEU,004 Fr Germany,EXPORT,2012,Jul,201207 Jul. 2012,328.9
DEU,004 Fr Germany,EXPORT,2012,Aug,201208 Aug. 2012,257.9
DEU,004 Fr Germany,EXPORT,2012,Sep,201209 Sep. 2012,325.8
DEU,004 Fr Germany,EXPORT,2012,Okt,201210 Oct. 2012,263.2
DEU,004 Fr Germany,EXPORT,2012,Nov,201211 Nov. 2012,265.7
DEU,004 Fr Germany,EXPORT,2012,Dec,201212 Dec. 2012,444.1
DEU,004 Fr Germany,EXPORT,2013,Jan,201301 Jan. 2013,514.1
DEU,004 Fr Germany,EXPORT,2013,Feb,201302 Feb. 2013,422.4
DEU,004 Fr Germany,EXPORT,2013,Mrt,201303 Mar. 2013,472
DEU,004 Fr Germany,EXPORT,2013,Apr,201304 Apr. 2013,424.3
DEU,004 Fr Germany,EXPORT,2013,Mei,201305 May. 2013,486.5
DEU,004 Fr Germany,EXPORT,2013,Jun,201306 Jun. 2013,496.9
DEU,004 Fr Germany,EXPORT,2013,Jul,201307 Jul. 2013,364
DEU,004 Fr Germany,EXPORT,2013,Aug,201308 Aug. 2013,359.9
DEU,004 Fr Germany,EXPORT,2013,Sep,201309 Sep. 2013,423.6
DEU,004 Fr Germany,EXPORT,2013,Okt,201310 Oct. 2013,414.8
DEU,004 Fr Germany,EXPORT,2013,Nov,201311 Nov. 2013,410
DEU,004 Fr Germany,EXPORT,2013,Dec,201312 Dec. 2013,477.6
DEU,004 Fr Germany,EXPORT,2014,Jan,201401 Jan. 2014,423.9
DEU,004 Fr Germany,EXPORT,2014,Feb,201402 Feb. 2014,515.7
DEU,004 Fr Germany,EXPORT,2014,Mrt,201403 Mar. 2014,477.6
DEU,004 Fr Germany,EXPORT,2014,Apr,201404 Apr. 2014,599.5
DEU,004 Fr Germany,EXPORT,2014,Mei,201405 May. 2014,570.6
DEU,004 Fr Germany,EXPORT,2014,Jun,201406 Jun. 2014,445.5
DEU,004 Fr Germany,EXPORT,2014,Jul,201407 Jul. 2014,333.8
DEU,004 Fr Germany,EXPORT,2014,Aug,201408 Aug. 2014,381.9
DEU,004 Fr Germany,EXPORT,2014,Sep,201409 Sep. 2014,361.8
DEU,004 Fr Germany,EXPORT,2014,Okt,201410 Oct. 2014,428.5
DEU,004 Fr Germany,EXPORT,2014,Nov,201411 Nov. 2014,467.3
DEU,004 Fr Germany,EXPORT,2014,Dec,201412 Dec. 2014,724.5
DEU,004 Fr Germany,EXPORT,2015,Jan,201501 Jan. 2015,849
DEU,004 Fr Germany,EXPORT,2015,Feb,201502 Feb. 2015,843.7
DEU,004 Fr Germany,EXPORT,2015,Mrt,201503 Mar. 2015,944
DEU,004 Fr Germany,EXPORT,2015,Apr,201504 Apr. 2015,935
DEU,004 Fr Germany,EXPORT,2015,Mei,201505 May. 2015,987.2
DEU,004 Fr Germany,EXPORT,2015,Jun,201506 Jun. 2015,852.1
DEU,004 Fr Germany,EXPORT,2015,Jul,201507 Jul. 2015,513.2
DEU,004 Fr Germany,EXPORT,2015,Aug,201508 Aug. 2015,1003.6
DEU,004 Fr Germany,EXPORT,2015,Sep,201509 Sep. 2015,922.3
DEU,004 Fr Germany,EXPORT,2015,Okt,201510 Oct. 2015,875.3
DEU,004 Fr Germany,EXPORT,2015,Nov,201511 Nov. 2015,960.8
DEU,004 Fr Germany,EXPORT,2015,Dec,201512 Dec. 2015,854.6
ITA,005 Italy,IMPORT,2010,Jan,201001 Jan. 2010,3828.7
ITA,005 Italy,IMPORT,2010,Feb,201002 Feb. 2010,4908.1
ITA,005 Italy,IMPORT,2010,Mrt,201003 Mar. 2010,3870.6
ITA,005 Italy,IMPORT,2010,Apr,201004 Apr. 2010,2348.1
ITA,005 Italy,IMPORT,2010,Mei,201005 May. 2010,585.1
ITA,005 Italy,IMPORT,2010,Jun,201006 Jun. 2010,377.3
ITA,005 Italy,IMPORT,2010,Jul,201007 Jul. 2010,518.1
ITA,005 Italy,IMPORT,2010,Aug,201008 Aug. 2010,351.9
ITA,005 Italy,IMPORT,2010,Sep,201009 Sep. 2010,511.1
ITA,005 Italy,IMPORT,2010,Okt,201010 Oct. 2010,2177.7
ITA,005 Italy,IMPORT,2010,Nov,201011 Nov. 2010,2415.9
ITA,005 Italy,IMPORT,2010,Dec,201012 Dec. 2010,2798.6
ITA,005 Italy,IMPORT,2011,Jan,201101 Jan. 2011,3824.4
ITA,005 Italy,IMPORT,2011,Feb,201102 Feb. 2011,3024.5
ITA,005 Italy,IMPORT,2011,Mrt,201103 Mar. 2011,2533.3
ITA,005 Italy,IMPORT,2011,Apr,201104 Apr. 2011,1538.6
ITA,005 Italy,IMPORT,2011,Mei,201105 May. 2011,520.4
ITA,005 Italy,IMPORT,2011,Jun,201106 Jun. 2011,459.2
ITA,005 Italy,IMPORT,2011,Jul,201107 Jul. 2011,341.6
ITA,005 Italy,IMPORT,2011,Aug,201108 Aug. 2011,384.5
ITA,005 Italy,IMPORT,2011,Sep,201109 Sep. 2011,416.1
ITA,005 Italy,IMPORT,2011,Okt,201110 Oct. 2011,418.8
ITA,005 Italy,IMPORT,2011,Nov,201111 Nov. 2011,467.3
ITA,005 Italy,IMPORT,2011,Dec,201112 Dec. 2011,530.4
ITA,005 Italy,IMPORT,2012,Jan,201201 Jan. 2012,221
ITA,005 Italy,IMPORT,2012,Feb,201202 Feb. 2012,371.1
ITA,005 Italy,IMPORT,2012,Mrt,201203 Mar. 2012,398.4
ITA,005 Italy,IMPORT,2012,Apr,201204 Apr. 2012,378.6
ITA,005 Italy,IMPORT,2012,Mei,201205 May. 2012,529.4
ITA,005 Italy,IMPORT,2012,Jun,201206 Jun. 2012,429.5
ITA,005 Italy,IMPORT,2012,Jul,201207 Jul. 2012,438.8
ITA,005 Italy,IMPORT,2012,Aug,201208 Aug. 2012,499
ITA,005 Italy,IMPORT,2012,Sep,201209 Sep. 2012,367.3
ITA,005 Italy,IMPORT,2012,Okt,201210 Oct. 2012,557.4
ITA,005 Italy,IMPORT,2012,Nov,201211 Nov. 2012,392.5
ITA,005 Italy,IMPORT,2012,Dec,201212 Dec. 2012,566.1
ITA,005 Italy,IMPORT,2013,Jan,201301 Jan. 2013,447
ITA,005 Italy,IMPORT,2013,Feb,201302 Feb. 2013,406.8
ITA,005 Italy,IMPORT,2013,Mrt,201303 Mar. 2013,340.8
ITA,005 Italy,IMPORT,2013,Apr,201304 Apr. 2013,400
ITA,005 Italy,IMPORT,2013,Mei,201305 May. 2013,614.2
ITA,005 Italy,IMPORT,2013,Jun,201306 Jun. 2013,507
ITA,005 Italy,IMPORT,2013,Jul,201307 Jul. 2013,595.1
ITA,005 Italy,IMPORT,2013,Aug,201308 Aug. 2013,515.4
ITA,005 Italy,IMPORT,2013,Sep,201309 Sep. 2013,477.1
ITA,005 Italy,IMPORT,2013,Okt,201310 Oct. 2013,663.9
ITA,005 Italy,IMPORT,2013,Nov,201311 Nov. 2013,596
ITA,005 Italy,IMPORT,2013,Dec,201312 Dec. 2013,558
ITA,005 Italy,IMPORT,2014,Jan,201401 Jan. 2014,697.1
ITA,005 Italy,IMPORT,2014,Feb,201402 Feb. 2014,444.7
ITA,005 Italy,IMPORT,2014,Mrt,201403 Mar. 2014,651.4
ITA,005 Italy,IMPORT,2014,Apr,201404 Apr. 2014,462.3
ITA,005 Italy,IMPORT,2014,Mei,201405 May. 2014,807.1
ITA,005 Italy,IMPORT,2014,Jun,201406 Jun. 2014,855.8
ITA,005 Italy,IMPORT,2014,Jul,201407 Jul. 2014,724.7
ITA,005 Italy,IMPORT,2014,Aug,201408 Aug. 2014,926.3
ITA,005 Italy,IMPORT,2014,Sep,201409 Sep. 2014,749
ITA,005 Italy,IMPORT,2014,Okt,201410 Oct. 2014,962.6
ITA,005 Italy,IMPORT,2014,Nov,201411 Nov. 2014,776.5
ITA,005 Italy,IMPORT,2014,Dec,201412 Dec. 2014,1051.6
ITA,005 Italy,IMPORT,2015,Jan,201501 Jan. 2015,680.5
ITA,005 Italy,IMPORT,2015,Feb,201502 Feb. 2015,665.3
ITA,005 Italy,IMPORT,2015,Mrt,201503 Mar. 2015,941.2
ITA,005 Italy,IMPORT,2015,Apr,201504 Apr. 2015,891.3
ITA,005 Italy,IMPORT,2015,Mei,201505 May. 2015,934
ITA,005 Italy,IMPORT,2015,Jun,201506 Jun. 2015,922
ITA,005 Italy,IMPORT,2015,Jul,201507 Jul. 2015,928.7
ITA,005 Italy,IMPORT,2015,Aug,201508 Aug. 2015,871.6
ITA,005 Italy,IMPORT,2015,Sep,201509 Sep. 2015,1011.3
ITA,005 Italy,IMPORT,2015,Okt,201510 Oct. 2015,1145.6
ITA,005 Italy,IMPORT,2015,Nov,201511 Nov. 2015,895.9
ITA,005 Italy,IMPORT,2015,Dec,201512 Dec. 2015,1101.6
ITA,005 Italy,EXPORT,2010,Jan,201001 Jan. 2010,4032.7
ITA,005 Italy,EXPORT,2010,Feb,201002 Feb. 2010,2946.4
ITA,005 Italy,EXPORT,2010,Mrt,201003 Mar. 2010,4925.7
ITA,005 Italy,EXPORT,2010,Apr,201004 Apr. 2010,3623.5
ITA,005 Italy,EXPORT,2010,Mei,201005 May. 2010,2123.7
ITA,005 Italy,EXPORT,2010,Jun,201006 Jun. 2010,103.4
ITA,005 Italy,EXPORT,2010,Jul,201007 Jul. 2010,15.9
ITA,005 Italy,EXPORT,2010,Aug,201008 Aug. 2010,16.6
ITA,005 Italy,EXPORT,2010,Sep,201009 Sep. 2010,18.2
ITA,005 Italy,EXPORT,2010,Okt,201010 Oct. 2010,692.7
ITA,005 Italy,EXPORT,2010,Nov,201011 Nov. 2010,2344.8
ITA,005 Italy,EXPORT,2010,Dec,201012 Dec. 2010,3025.2
ITA,005 Italy,EXPORT,2011,Jan,201101 Jan. 2011,524.9
ITA,005 Italy,EXPORT,2011,Feb,201102 Feb. 2011,3733.5
ITA,005 Italy,EXPORT,2011,Mrt,201103 Mar. 2011,3278.3
ITA,005 Italy,EXPORT,2011,Apr,201104 Apr. 2011,1780.9
ITA,005 Italy,EXPORT,2011,Mei,201105 May. 2011,494.2
ITA,005 Italy,EXPORT,2011,Jun,201106 Jun. 2011,26.1
ITA,005 Italy,EXPORT,2011,Jul,201107 Jul. 2011,13.7
ITA,005 Italy,EXPORT,2011,Aug,201108 Aug. 2011,11.2
ITA,005 Italy,EXPORT,2011,Sep,201109 Sep. 2011,15
ITA,005 Italy,EXPORT,2011,Okt,201110 Oct. 2011,24.7
ITA,005 Italy,EXPORT,2011,Nov,201111 Nov. 2011,37.1
ITA,005 Italy,EXPORT,2011,Dec,201112 Dec. 2011,42.3
ITA,005 Italy,EXPORT,2012,Jan,201201 Jan. 2012,38.3
ITA,005 Italy,EXPORT,2012,Feb,201202 Feb. 2012,30
ITA,005 Italy,EXPORT,2012,Mrt,201203 Mar. 2012,53
ITA,005 Italy,EXPORT,2012,Apr,201204 Apr. 2012,47.1
ITA,005 Italy,EXPORT,2012,Mei,201205 May. 2012,45.1
ITA,005 Italy,EXPORT,2012,Jun,201206 Jun. 2012,27
ITA,005 Italy,EXPORT,2012,Jul,201207 Jul. 2012,38.6
ITA,005 Italy,EXPORT,2012,Aug,201208 Aug. 2012,20.1
ITA,005 Italy,EXPORT,2012,Sep,201209 Sep. 2012,21.1
ITA,005 Italy,EXPORT,2012,Okt,201210 Oct. 2012,33.1
ITA,005 Italy,EXPORT,2012,Nov,201211 Nov. 2012,37.7
ITA,005 Italy,EXPORT,2012,Dec,201212 Dec. 2012,40.8
ITA,005 Italy,EXPORT,2013,Jan,201301 Jan. 2013,51.1
ITA,005 Italy,EXPORT,2013,Feb,201302 Feb. 2013,40.5
ITA,005 Italy,EXPORT,2013,Mrt,201303 Mar. 2013,53.3
ITA,005 Italy,EXPORT,2013,Apr,201304 Apr. 2013,53.5
ITA,005 Italy,EXPORT,2013,Mei,201305 May. 2013,49.1
ITA,005 Italy,EXPORT,2013,Jun,201306 Jun. 2013,26.2
ITA,005 Italy,EXPORT,2013,Jul,201307 Jul. 2013,35.5
ITA,005 Italy,EXPORT,2013,Aug,201308 Aug. 2013,34.8
ITA,005 Italy,EXPORT,2013,Sep,201309 Sep. 2013,25
ITA,005 Italy,EXPORT,2013,Okt,201310 Oct. 2013,37.3
ITA,005 Italy,EXPORT,2013,Nov,201311 Nov. 2013,41.4
ITA,005 Italy,EXPORT,2013,Dec,201312 Dec. 2013,36.1
ITA,005 Italy,EXPORT,2014,Jan,201401 Jan. 2014,50.1
ITA,005 Italy,EXPORT,2014,Feb,201402 Feb. 2014,50.8
ITA,005 Italy,EXPORT,2014,Mrt,201403 Mar. 2014,70
ITA,005 Italy,EXPORT,2014,Apr,201404 Apr. 2014,78.6
ITA,005 Italy,EXPORT,2014,Mei,201405 May. 2014,63.9
ITA,005 Italy,EXPORT,2014,Jun,201406 Jun. 2014,68.2
ITA,005 Italy,EXPORT,2014,Jul,201407 Jul. 2014,66.2
ITA,005 Italy,EXPORT,2014,Aug,201408 Aug. 2014,52.6
ITA,005 Italy,EXPORT,2014,Sep,201409 Sep. 2014,54.3
ITA,005 Italy,EXPORT,2014,Okt,201410 Oct. 2014,55.9
ITA,005 Italy,EXPORT,2014,Nov,201411 Nov. 2014,66.8
ITA,005 Italy,EXPORT,2014,Dec,201412 Dec. 2014,47.4
ITA,005 Italy,EXPORT,2015,Jan,201501 Jan. 2015,75.5
ITA,005 Italy,EXPORT,2015,Feb,201502 Feb. 2015,77.2
ITA,005 Italy,EXPORT,2015,Mrt,201503 Mar. 2015,90.6
ITA,005 Italy,EXPORT,2015,Apr,201504 Apr. 2015,100.3
ITA,005 Italy,EXPORT,2015,Mei,201505 May. 2015,96.3
ITA,005 Italy,EXPORT,2015,Jun,201506 Jun. 2015,91.6
ITA,005 Italy,EXPORT,2015,Jul,201507 Jul. 2015,58.2
ITA,005 Italy,EXPORT,2015,Aug,201508 Aug. 2015,56
ITA,005 Italy,EXPORT,2015,Sep,201509 Sep. 2015,58.1
ITA,005 Italy,EXPORT,2015,Okt,201510 Oct. 2015,66.9
ITA,005 Italy,EXPORT,2015,Nov,201511 Nov. 2015,58.5
ITA,005 Italy,EXPORT,2015,Dec,201512 Dec. 2015,92.5
GBR,006 Utd. Kingdom,IMPORT,2010,Jan,201001 Jan. 2010,2235.4
GBR,006 Utd. Kingdom,IMPORT,2010,Feb,201002 Feb. 2010,2674.9
GBR,006 Utd. Kingdom,IMPORT,2010,Mrt,201003 Mar. 2010,1701.9
GBR,006 Utd. Kingdom,IMPORT,2010,Apr,201004 Apr. 2010,3406.7
GBR,006 Utd. Kingdom,IMPORT,2010,Mei,201005 May. 2010,4073.8
GBR,006 Utd. Kingdom,IMPORT,2010,Jun,201006 Jun. 2010,3094.3
GBR,006 Utd. Kingdom,IMPORT,2010,Jul,201007 Jul. 2010,4266.8
GBR,006 Utd. Kingdom,IMPORT,2010,Aug,201008 Aug. 2010,3711.5
GBR,006 Utd. Kingdom,IMPORT,2010,Sep,201009 Sep. 2010,2558.3
GBR,006 Utd. Kingdom,IMPORT,2010,Okt,201010 Oct. 2010,2722.6
GBR,006 Utd. Kingdom,IMPORT,2010,Nov,201011 Nov. 2010,2543.5
GBR,006 Utd. Kingdom,IMPORT,2010,Dec,201012 Dec. 2010,2251.2
GBR,006 Utd. Kingdom,IMPORT,2011,Jan,201101 Jan. 2011,2797.2
GBR,006 Utd. Kingdom,IMPORT,2011,Feb,201102 Feb. 2011,2476.7
GBR,006 Utd. Kingdom,IMPORT,2011,Mrt,201103 Mar. 2011,2735.1
GBR,006 Utd. Kingdom,IMPORT,2011,Apr,201104 Apr. 2011,3095.8
GBR,006 Utd. Kingdom,IMPORT,2011,Mei,201105 May. 2011,3111.9
GBR,006 Utd. Kingdom,IMPORT,2011,Jun,201106 Jun. 2011,3869.1
GBR,006 Utd. Kingdom,IMPORT,2011,Jul,201107 Jul. 2011,3882.7
GBR,006 Utd. Kingdom,IMPORT,2011,Aug,201108 Aug. 2011,3092.9
GBR,006 Utd. Kingdom,IMPORT,2011,Sep,201109 Sep. 2011,2436.8
GBR,006 Utd. Kingdom,IMPORT,2011,Okt,201110 Oct. 2011,2507.7
GBR,006 Utd. Kingdom,IMPORT,2011,Nov,201111 Nov. 2011,2789
GBR,006 Utd. Kingdom,IMPORT,2011,Dec,201112 Dec. 2011,2069.6
GBR,006 Utd. Kingdom,IMPORT,2012,Jan,201201 Jan. 2012,2995.9
GBR,006 Utd. Kingdom,IMPORT,2012,Feb,201202 Feb. 2012,2566.5
GBR,006 Utd. Kingdom,IMPORT,2012,Mrt,201203 Mar. 2012,2893.9
GBR,006 Utd. Kingdom,IMPORT,2012,Apr,201204 Apr. 2012,3378.3
GBR,006 Utd. Kingdom,IMPORT,2012,Mei,201205 May. 2012,3459.4
GBR,006 Utd. Kingdom,IMPORT,2012,Jun,201206 Jun. 2012,3328.6
GBR,006 Utd. Kingdom,IMPORT,2012,Jul,201207 Jul. 2012,4151
GBR,006 Utd. Kingdom,IMPORT,2012,Aug,201208 Aug. 2012,3629.4
GBR,006 Utd. Kingdom,IMPORT,2012,Sep,201209 Sep. 2012,3032.6
GBR,006 Utd. Kingdom,IMPORT,2012,Okt,201210 Oct. 2012,3097.5
GBR,006 Utd. Kingdom,IMPORT,2012,Nov,201211 Nov. 2012,2877.7
GBR,006 Utd. Kingdom,IMPORT,2012,Dec,201212 Dec. 2012,2684.9
GBR,006 Utd. Kingdom,IMPORT,2013,Jan,201301 Jan. 2013,2679.5
GBR,006 Utd. Kingdom,IMPORT,2013,Feb,201302 Feb. 2013,2477
GBR,006 Utd. Kingdom,IMPORT,2013,Mrt,201303 Mar. 2013,3057.8
GBR,006 Utd. Kingdom,IMPORT,2013,Apr,201304 Apr. 2013,3166.4
GBR,006 Utd. Kingdom,IMPORT,2013,Mei,201305 May. 2013,4556.9
GBR,006 Utd. Kingdom,IMPORT,2013,Jun,201306 Jun. 2013,4321.9
GBR,006 Utd. Kingdom,IMPORT,2013,Jul,201307 Jul. 2013,4256.8
GBR,006 Utd. Kingdom,IMPORT,2013,Aug,201308 Aug. 2013,3730.1
GBR,006 Utd. Kingdom,IMPORT,2013,Sep,201309 Sep. 2013,3758.6
GBR,006 Utd. Kingdom,IMPORT,2013,Okt,201310 Oct. 2013,2970.5
GBR,006 Utd. Kingdom,IMPORT,2013,Nov,201311 Nov. 2013,3379.9
GBR,006 Utd. Kingdom,IMPORT,2013,Dec,201312 Dec. 2013,3028.5
GBR,006 Utd. Kingdom,IMPORT,2014,Jan,201401 Jan. 2014,3017.7
GBR,006 Utd. Kingdom,IMPORT,2014,Feb,201402 Feb. 2014,3446.8
GBR,006 Utd. Kingdom,IMPORT,2014,Mrt,201403 Mar. 2014,3860.1
GBR,006 Utd. Kingdom,IMPORT,2014,Apr,201404 Apr. 2014,4374.8
GBR,006 Utd. Kingdom,IMPORT,2014,Mei,201405 May. 2014,4836.6
GBR,006 Utd. Kingdom,IMPORT,2014,Jun,201406 Jun. 2014,5680.9
GBR,006 Utd. Kingdom,IMPORT,2014,Jul,201407 Jul. 2014,5181.6
GBR,006 Utd. Kingdom,IMPORT,2014,Aug,201408 Aug. 2014,4836.5
GBR,006 Utd. Kingdom,IMPORT,2014,Sep,201409 Sep. 2014,3971.6
GBR,006 Utd. Kingdom,IMPORT,2014,Okt,201410 Oct. 2014,3973.4
GBR,006 Utd. Kingdom,IMPORT,2014,Nov,201411 Nov. 2014,4272
GBR,006 Utd. Kingdom,IMPORT,2014,Dec,201412 Dec. 2014,4100.7
GBR,006 Utd. Kingdom,IMPORT,2015,Jan,201501 Jan. 2015,4256.8
GBR,006 Utd. Kingdom,IMPORT,2015,Feb,201502 Feb. 2015,4074.3
GBR,006 Utd. Kingdom,IMPORT,2015,Mrt,201503 Mar. 2015,5453.7
GBR,006 Utd. Kingdom,IMPORT,2015,Apr,201504 Apr. 2015,5626.7
GBR,006 Utd. Kingdom,IMPORT,2015,Mei,201505 May. 2015,7388.4
GBR,006 Utd. Kingdom,IMPORT,2015,Jun,201506 Jun. 2015,7219.2
GBR,006 Utd. Kingdom,IMPORT,2015,Jul,201507 Jul. 2015,6735.3
GBR,006 Utd. Kingdom,IMPORT,2015,Aug,201508 Aug. 2015,7635.5
GBR,006 Utd. Kingdom,IMPORT,2015,Sep,201509 Sep. 2015,6112.3
GBR,006 Utd. Kingdom,IMPORT,2015,Okt,201510 Oct. 2015,5536.7
GBR,006 Utd. Kingdom,IMPORT,2015,Nov,201511 Nov. 2015,7298.5
GBR,006 Utd. Kingdom,IMPORT,2015,Dec,201512 Dec. 2015,6127.6
GBR,006 Utd. Kingdom,EXPORT,2010,Jan,201001 Jan. 2010,67.1
GBR,006 Utd. Kingdom,EXPORT,2010,Feb,201002 Feb. 2010,83.1
GBR,006 Utd. Kingdom,EXPORT,2010,Mrt,201003 Mar. 2010,93.2
GBR,006 Utd. Kingdom,EXPORT,2010,Apr,201004 Apr. 2010,25.4
GBR,006 Utd. Kingdom,EXPORT,2010,Mei,201005 May. 2010,135.1
GBR,006 Utd. Kingdom,EXPORT,2010,Jun,201006 Jun. 2010,107.4
GBR,006 Utd. Kingdom,EXPORT,2010,Jul,201007 Jul. 2010,177.3
GBR,006 Utd. Kingdom,EXPORT,2010,Aug,201008 Aug. 2010,198.4
GBR,006 Utd. Kingdom,EXPORT,2010,Sep,201009 Sep. 2010,106.1
GBR,006 Utd. Kingdom,EXPORT,2010,Okt,201010 Oct. 2010,72
GBR,006 Utd. Kingdom,EXPORT,2010,Nov,201011 Nov. 2010,47.7
GBR,006 Utd. Kingdom,EXPORT,2010,Dec,201012 Dec. 2010,67.3
GBR,006 Utd. Kingdom,EXPORT,2011,Jan,201101 Jan. 2011,72
GBR,006 Utd. Kingdom,EXPORT,2011,Feb,201102 Feb. 2011,44.6
GBR,006 Utd. Kingdom,EXPORT,2011,Mrt,201103 Mar. 2011,55.4
GBR,006 Utd. Kingdom,EXPORT,2011,Apr,201104 Apr. 2011,125
GBR,006 Utd. Kingdom,EXPORT,2011,Mei,201105 May. 2011,123.1
GBR,006 Utd. Kingdom,EXPORT,2011,Jun,201106 Jun. 2011,228.7
GBR,006 Utd. Kingdom,EXPORT,2011,Jul,201107 Jul. 2011,206.7
GBR,006 Utd. Kingdom,EXPORT,2011,Aug,201108 Aug. 2011,199.6
GBR,006 Utd. Kingdom,EXPORT,2011,Sep,201109 Sep. 2011,145.7
GBR,006 Utd. Kingdom,EXPORT,2011,Okt,201110 Oct. 2011,104.2
GBR,006 Utd. Kingdom,EXPORT,2011,Nov,201111 Nov. 2011,110.3
GBR,006 Utd. Kingdom,EXPORT,2011,Dec,201112 Dec. 2011,35.7
GBR,006 Utd. Kingdom,EXPORT,2012,Jan,201201 Jan. 2012,81.5
GBR,006 Utd. Kingdom,EXPORT,2012,Feb,201202 Feb. 2012,74.5
GBR,006 Utd. Kingdom,EXPORT,2012,Mrt,201203 Mar. 2012,250.7
GBR,006 Utd. Kingdom,EXPORT,2012,Apr,201204 Apr. 2012,105.3
GBR,006 Utd. Kingdom,EXPORT,2012,Mei,201205 May. 2012,197.6
GBR,006 Utd. Kingdom,EXPORT,2012,Jun,201206 Jun. 2012,91.8
GBR,006 Utd. Kingdom,EXPORT,2012,Jul,201207 Jul. 2012,155.4
GBR,006 Utd. Kingdom,EXPORT,2012,Aug,201208 Aug. 2012,122.2
GBR,006 Utd. Kingdom,EXPORT,2012,Sep,201209 Sep. 2012,227.1
GBR,006 Utd. Kingdom,EXPORT,2012,Okt,201210 Oct. 2012,250
GBR,006 Utd. Kingdom,EXPORT,2012,Nov,201211 Nov. 2012,139.8
GBR,006 Utd. Kingdom,EXPORT,2012,Dec,201212 Dec. 2012,134.3
GBR,006 Utd. Kingdom,EXPORT,2013,Jan,201301 Jan. 2013,105.2
GBR,006 Utd. Kingdom,EXPORT,2013,Feb,201302 Feb. 2013,66.8
GBR,006 Utd. Kingdom,EXPORT,2013,Mrt,201303 Mar. 2013,92.9
GBR,006 Utd. Kingdom,EXPORT,2013,Apr,201304 Apr. 2013,120.1
GBR,006 Utd. Kingdom,EXPORT,2013,Mei,201305 May. 2013,98.2
GBR,006 Utd. Kingdom,EXPORT,2013,Jun,201306 Jun. 2013,122
GBR,006 Utd. Kingdom,EXPORT,2013,Jul,201307 Jul. 2013,93.4
GBR,006 Utd. Kingdom,EXPORT,2013,Aug,201308 Aug. 2013,108.5
GBR,006 Utd. Kingdom,EXPORT,2013,Sep,201309 Sep. 2013,304.2
GBR,006 Utd. Kingdom,EXPORT,2013,Okt,201310 Oct. 2013,211.7
GBR,006 Utd. Kingdom,EXPORT,2013,Nov,201311 Nov. 2013,312.3
GBR,006 Utd. Kingdom,EXPORT,2013,Dec,201312 Dec. 2013,274.6
GBR,006 Utd. Kingdom,EXPORT,2014,Jan,201401 Jan. 2014,139.3
