CODE,DECLARANT,FLOW,YEAR,MONTH,PERIOD,QUANTITY_TON
FIN,032 Finland,IMPORT,2012,Mei,201205 May. 2012,156.4
FIN,032 Finland,IMPORT,2012,Jun,201206 Jun. 2012,134.8
FIN,032 Finland,IMPORT,2012,Jul,201207 Jul. 2012,142.6
FIN,032 Finland,IMPORT,2012,Aug,201208 Aug. 2012,153.7
FIN,032 Finland,IMPORT,2012,Sep,201209 Sep. 2012,165
FIN,032 Finland,IMPORT,2012,Okt,201210 Oct. 2012,180.3
FIN,032 Finland,IMPORT,2012,Nov,201211 Nov. 2012,237.2
FIN,032 Finland,IMPORT,2012,Dec,201212 Dec. 2012,180.5
FIN,032 Finland,IMPORT,2013,Jan,201301 Jan. 2013,341.5
FIN,032 Finland,IMPORT,2013,Feb,201302 Feb. 2013,349.8
FIN,032 Finland,IMPORT,2013,Mrt,201303 Mar. 2013,441.2
FIN,032 Finland,IMPORT,2013,Apr,201304 Apr. 2013,441.2
FIN,032 Finland,IMPORT,2013,Mei,201305 May. 2013,439.7
FIN,032 Finland,IMPORT,2013,Jun,201306 Jun. 2013,383.7
FIN,032 Finland,IMPORT,2013,Jul,201307 Jul. 2013,310.1
FIN,032 Finland,IMPORT,2013,Aug,201308 Aug. 2013,331.2
FIN,032 Finland,IMPORT,2013,Sep,201309 Sep. 2013,277
FIN,032 Finland,IMPORT,2013,Okt,201310 Oct. 2013,326.2
FIN,032 Finland,IMPORT,2013,Nov,201311 Nov. 2013,367
FIN,032 Finland,IMPORT,2013,Dec,201312 Dec. 2013,426.5
FIN,032 Finland,IMPORT,2014,Jan,201401 Jan. 2014,460.4
FIN,032 Finland,IMPORT,2014,Feb,201402 Feb. 2014,551.9
FIN,032 Finland,IMPORT,2014,Mrt,201403 Mar. 2014,643.8
FIN,032 Finland,IMPORT,2014,Apr,201404 Apr. 2014,517
FIN,032 Finland,IMPORT,2014,Mei,201405 May. 2014,577.3
FIN,032 Finland,IMPORT,2014,Jun,201406 Jun. 2014,421.8
FIN,032 Finland,IMPORT,2014,Jul,201407 Jul. 2014,456.2
FIN,032 Finland,IMPORT,2014,Aug,201408 Aug. 2014,502.3
FIN,032 Finland,IMPORT,2014,Sep,201409 Sep. 2014,493.8
FIN,032 Finland,IMPORT,2014,Okt,201410 Oct. 2014,482.9
FIN,032 Finland,IMPORT,2014,Nov,201411 Nov. 2014,530.1
FIN,032 Finland,IMPORT,2014,Dec,201412 Dec. 2014,605.8
FIN,032 Finland,IMPORT,2015,Jan,201501 Jan. 2015,579.8
FIN,032 Finland,IMPORT,2015,Feb,201502 Feb. 2015,730
FIN,032 Finland,IMPORT,2015,Mrt,201503 Mar. 2015,831.9
FIN,032 Finland,IMPORT,2015,Apr,201504 Apr. 2015,654.4
FIN,032 Finland,IMPORT,2015,Mei,201505 May. 2015,664.4
FIN,032 Finland,IMPORT,2015,Jun,201506 Jun. 2015,556.4
FIN,032 Finland,IMPORT,2015,Jul,201507 Jul. 2015,568.4
FIN,032 Finland,IMPORT,2015,Aug,201508 Aug. 2015,531.6
FIN,032 Finland,IMPORT,2015,Sep,201509 Sep. 2015,607.5
FIN,032 Finland,IMPORT,2015,Okt,201510 Oct. 2015,605
FIN,032 Finland,IMPORT,2015,Nov,201511 Nov. 2015,577.6
FIN,032 Finland,IMPORT,2015,Dec,201512 Dec. 2015,584.8
FIN,032 Finland,EXPORT,2010,Jan,201001 Jan. 2010,0
FIN,032 Finland,EXPORT,2010,Feb,201002 Feb. 2010,0
FIN,032 Finland,EXPORT,2010,Mrt,201003 Mar. 2010,0
FIN,032 Finland,EXPORT,2010,Apr,201004 Apr. 2010,0
FIN,032 Finland,EXPORT,2010,Mei,201005 May. 2010,0
FIN,032 Finland,EXPORT,2010,Jun,201006 Jun. 2010,0
FIN,032 Finland,EXPORT,2010,Jul,201007 Jul. 2010,0
FIN,032 Finland,EXPORT,2010,Aug,201008 Aug. 2010,0
FIN,032 Finland,EXPORT,2010,Sep,201009 Sep. 2010,0
FIN,032 Finland,EXPORT,2010,Okt,201010 Oct. 2010,0.1
FIN,032 Finland,EXPORT,2010,Nov,201011 Nov. 2010,0
FIN,032 Finland,EXPORT,2010,Dec,201012 Dec. 2010,0
FIN,032 Finland,EXPORT,2011,Jan,201101 Jan. 2011,0
FIN,032 Finland,EXPORT,2011,Feb,201102 Feb. 2011,0.1
FIN,032 Finland,EXPORT,2011,Mrt,201103 Mar. 2011,0
FIN,032 Finland,EXPORT,2011,Apr,201104 Apr. 2011,0
FIN,032 Finland,EXPORT,2011,Mei,201105 May. 2011,0
FIN,032 Finland,EXPORT,2011,Jun,201106 Jun. 2011,0
FIN,032 Finland,EXPORT,2011,Jul,201107 Jul. 2011,0
FIN,032 Finland,EXPORT,2011,Aug,201108 Aug. 2011,0
FIN,032 Finland,EXPORT,2011,Sep,201109 Sep. 2011,0
FIN,032 Finland,EXPORT,2011,Okt,201110 Oct. 2011,0
FIN,032 Finland,EXPORT,2011,Nov,201111 Nov. 2011,0
FIN,032 Finland,EXPORT,2011,Dec,201112 Dec. 2011,0
FIN,032 Finland,EXPORT,2012,Jan,201201 Jan. 2012,0
FIN,032 Finland,EXPORT,2012,Feb,201202 Feb. 2012,0
FIN,032 Finland,EXPORT,2012,Mrt,201203 Mar. 2012,0
FIN,032 Finland,EXPORT,2012,Apr,201204 Apr. 2012,0
FIN,032 Finland,EXPORT,2012,Mei,201205 May. 2012,0
FIN,032 Finland,EXPORT,2012,Jun,201206 Jun. 2012,0
FIN,032 Finland,EXPORT,2012,Jul,201207 Jul. 2012,0
FIN,032 Finland,EXPORT,2012,Aug,201208 Aug. 2012,0
FIN,032 Finland,EXPORT,2012,Sep,201209 Sep. 2012,0
FIN,032 Finland,EXPORT,2012,Okt,201210 Oct. 2012,0
FIN,032 Finland,EXPORT,2012,Nov,201211 Nov. 2012,0
FIN,032 Finland,EXPORT,2012,Dec,201212 Dec. 2012,0
FIN,032 Finland,EXPORT,2013,Jan,201301 Jan. 2013,0
FIN,032 Finland,EXPORT,2013,Feb,201302 Feb. 2013,0
FIN,032 Finland,EXPORT,2013,Mrt,201303 Mar. 2013,0
FIN,032 Finland,EXPORT,2013,Apr,201304 Apr. 2013,0
FIN,032 Finland,EXPORT,2013,Mei,201305 May. 2013,0
FIN,032 Finland,EXPORT,2013,Jun,201306 Jun. 2013,0
FIN,032 Finland,EXPORT,2013,Jul,201307 Jul. 2013,0
FIN,032 Finland,EXPORT,2013,Aug,201308 Aug. 2013,0
FIN,032 Finland,EXPORT,2013,Sep,201309 Sep. 2013,0
FIN,032 Finland,EXPORT,2013,Okt,201310 Oct. 2013,0
FIN,032 Finland,EXPORT,2013,Nov,201311 Nov. 2013,1.1
FIN,032 Finland,EXPORT,2013,Dec,201312 Dec. 2013,1.4
FIN,032 Finland,EXPORT,2014,Jan,201401 Jan. 2014,1.3
FIN,032 Finland,EXPORT,2014,Feb,201402 Feb. 2014,1.4
FIN,032 Finland,EXPORT,2014,Mrt,201403 Mar. 2014,1.7
FIN,032 Finland,EXPORT,2014,Apr,201404 Apr. 2014,1.6
FIN,032 Finland,EXPORT,2014,Mei,201405 May. 2014,0.8
FIN,032 Finland,EXPORT,2014,Jun,201406 Jun. 2014,0
FIN,032 Finland,EXPORT,2014,Jul,201407 Jul. 2014,0
FIN,032 Finland,EXPORT,2014,Aug,201408 Aug. 2014,0.2
FIN,032 Finland,EXPORT,2014,Sep,201409 Sep. 2014,0.9
FIN,032 Finland,EXPORT,2014,Okt,201410 Oct. 2014,2.1
FIN,032 Finland,EXPORT,2014,Nov,201411 Nov. 2014,1.8
FIN,032 Finland,EXPORT,2014,Dec,201412 Dec. 2014,2.5
FIN,032 Finland,EXPORT,2015,Jan,201501 Jan. 2015,1.9
FIN,032 Finland,EXPORT,2015,Feb,201502 Feb. 2015,4
FIN,032 Finland,EXPORT,2015,Mrt,201503 Mar. 2015,5.6
FIN,032 Finland,EXPORT,2015,Apr,201504 Apr. 2015,6.2
FIN,032 Finland,EXPORT,2015,Mei,201505 May. 2015,4.6
FIN,032 Finland,EXPORT,2015,Jun,201506 Jun. 2015,4.2
FIN,032 Finland,EXPORT,2015,Jul,201507 Jul. 2015,3.6
FIN,032 Finland,EXPORT,2015,Aug,201508 Aug. 2015,3.7
FIN,032 Finland,EXPORT,2015,Sep,201509 Sep. 2015,3.4
FIN,032 Finland,EXPORT,2015,Okt,201510 Oct. 2015,4.8
FIN,032 Finland,EXPORT,2015,Nov,201511 Nov. 2015,3.4
FIN,032 Finland,EXPORT,2015,Dec,201512 Dec. 2015,4.3
AUT,038 Austria,IMPORT,2010,Jan,201001 Jan. 2010,133.4
AUT,038 Austria,IMPORT,2010,Feb,201002 Feb. 2010,374.7
AUT,038 Austria,IMPORT,2010,Mrt,201003 Mar. 2010,283.8
AUT,038 Austria,IMPORT,2010,Apr,201004 Apr. 2010,243
AUT,038 Austria,IMPORT,2010,Mei,201005 May. 2010,401.4
AUT,038 Austria,IMPORT,2010,Jun,201006 Jun. 2010,250.8
AUT,038 Austria,IMPORT,2010,Jul,201007 Jul. 2010,256.1
AUT,038 Austria,IMPORT,2010,Aug,201008 Aug. 2010,217
AUT,038 Austria,IMPORT,2010,Sep,201009 Sep. 2010,217.6
AUT,038 Austria,IMPORT,2010,Okt,201010 Oct. 2010,159
AUT,038 Austria,IMPORT,2010,Nov,201011 Nov. 2010,239.1
AUT,038 Austria,IMPORT,2010,Dec,201012 Dec. 2010,286.3
AUT,038 Austria,IMPORT,2011,Jan,201101 Jan. 2011,237.2
AUT,038 Austria,IMPORT,2011,Feb,201102 Feb. 2011,244.5
AUT,038 Austria,IMPORT,2011,Mrt,201103 Mar. 2011,303.6
AUT,038 Austria,IMPORT,2011,Apr,201104 Apr. 2011,258.5
AUT,038 Austria,IMPORT,2011,Mei,201105 May. 2011,292.5
AUT,038 Austria,IMPORT,2011,Jun,201106 Jun. 2011,249.5
AUT,038 Austria,IMPORT,2011,Jul,201107 Jul. 2011,240.6
AUT,038 Austria,IMPORT,2011,Aug,201108 Aug. 2011,208.2
AUT,038 Austria,IMPORT,2011,Sep,201109 Sep. 2011,182
AUT,038 Austria,IMPORT,2011,Okt,201110 Oct. 2011,231.7
AUT,038 Austria,IMPORT,2011,Nov,201111 Nov. 2011,249.6
AUT,038 Austria,IMPORT,2011,Dec,201112 Dec. 2011,297.2
AUT,038 Austria,IMPORT,2012,Jan,201201 Jan. 2012,250.8
AUT,038 Austria,IMPORT,2012,Feb,201202 Feb. 2012,241.8
AUT,038 Austria,IMPORT,2012,Mrt,201203 Mar. 2012,280.6
AUT,038 Austria,IMPORT,2012,Apr,201204 Apr. 2012,248.1
AUT,038 Austria,IMPORT,2012,Mei,201205 May. 2012,218.3
AUT,038 Austria,IMPORT,2012,Jun,201206 Jun. 2012,172.6
AUT,038 Austria,IMPORT,2012,Jul,201207 Jul. 2012,202.3
AUT,038 Austria,IMPORT,2012,Aug,201208 Aug. 2012,228.8
AUT,038 Austria,IMPORT,2012,Sep,201209 Sep. 2012,183.4
AUT,038 Austria,IMPORT,2012,Okt,201210 Oct. 2012,205.2
AUT,038 Austria,IMPORT,2012,Nov,201211 Nov. 2012,265.7
AUT,038 Austria,IMPORT,2012,Dec,201212 Dec. 2012,263.9
AUT,038 Austria,IMPORT,2013,Jan,201301 Jan. 2013,266.2
AUT,038 Austria,IMPORT,2013,Feb,201302 Feb. 2013,263.7
AUT,038 Austria,IMPORT,2013,Mrt,201303 Mar. 2013,290.5
AUT,038 Austria,IMPORT,2013,Apr,201304 Apr. 2013,298
AUT,038 Austria,IMPORT,2013,Mei,201305 May. 2013,292.6
AUT,038 Austria,IMPORT,2013,Jun,201306 Jun. 2013,282.8
AUT,038 Austria,IMPORT,2013,Jul,201307 Jul. 2013,221.3
AUT,038 Austria,IMPORT,2013,Aug,201308 Aug. 2013,282.8
AUT,038 Austria,IMPORT,2013,Sep,201309 Sep. 2013,259.3
AUT,038 Austria,IMPORT,2013,Okt,201310 Oct. 2013,361.8
AUT,038 Austria,IMPORT,2013,Nov,201311 Nov. 2013,264.9
AUT,038 Austria,IMPORT,2013,Dec,201312 Dec. 2013,336.2
AUT,038 Austria,IMPORT,2014,Jan,201401 Jan. 2014,358.3
AUT,038 Austria,IMPORT,2014,Feb,201402 Feb. 2014,354.2
AUT,038 Austria,IMPORT,2014,Mrt,201403 Mar. 2014,465.8
AUT,038 Austria,IMPORT,2014,Apr,201404 Apr. 2014,429.7
AUT,038 Austria,IMPORT,2014,Mei,201405 May. 2014,376.8
AUT,038 Austria,IMPORT,2014,Jun,201406 Jun. 2014,387.1
AUT,038 Austria,IMPORT,2014,Jul,201407 Jul. 2014,293.5
AUT,038 Austria,IMPORT,2014,Aug,201408 Aug. 2014,283.7
AUT,038 Austria,IMPORT,2014,Sep,201409 Sep. 2014,305.2
AUT,038 Austria,IMPORT,2014,Okt,201410 Oct. 2014,363.8
AUT,038 Austria,IMPORT,2014,Nov,201411 Nov. 2014,357.5
AUT,038 Austria,IMPORT,2014,Dec,201412 Dec. 2014,444.7
AUT,038 Austria,IMPORT,2015,Jan,201501 Jan. 2015,413.7
AUT,038 Austria,IMPORT,2015,Feb,201502 Feb. 2015,452.9
AUT,038 Austria,IMPORT,2015,Mrt,201503 Mar. 2015,586.2
AUT,038 Austria,IMPORT,2015,Apr,201504 Apr. 2015,517.3
AUT,038 Austria,IMPORT,2015,Mei,201505 May. 2015,590.7
AUT,038 Austria,IMPORT,2015,Jun,201506 Jun. 2015,515.8
AUT,038 Austria,IMPORT,2015,Jul,201507 Jul. 2015,555.8
AUT,038 Austria,IMPORT,2015,Aug,201508 Aug. 2015,428.4
AUT,038 Austria,IMPORT,2015,Sep,201509 Sep. 2015,436.5
AUT,038 Austria,IMPORT,2015,Okt,201510 Oct. 2015,410.8
AUT,038 Austria,IMPORT,2015,Nov,201511 Nov. 2015,409.9
AUT,038 Austria,IMPORT,2015,Dec,201512 Dec. 2015,492.2
AUT,038 Austria,EXPORT,2010,Jan,201001 Jan. 2010,10.7
AUT,038 Austria,EXPORT,2010,Feb,201002 Feb. 2010,18.2
AUT,038 Austria,EXPORT,2010,Mrt,201003 Mar. 2010,59.1
AUT,038 Austria,EXPORT,2010,Apr,201004 Apr. 2010,37.7
AUT,038 Austria,EXPORT,2010,Mei,201005 May. 2010,57.9
AUT,038 Austria,EXPORT,2010,Jun,201006 Jun. 2010,34.8
AUT,038 Austria,EXPORT,2010,Jul,201007 Jul. 2010,20.7
AUT,038 Austria,EXPORT,2010,Aug,201008 Aug. 2010,25
AUT,038 Austria,EXPORT,2010,Sep,201009 Sep. 2010,19
AUT,038 Austria,EXPORT,2010,Okt,201010 Oct. 2010,24
AUT,038 Austria,EXPORT,2010,Nov,201011 Nov. 2010,29.5
AUT,038 Austria,EXPORT,2010,Dec,201012 Dec. 2010,33.5
AUT,038 Austria,EXPORT,2011,Jan,201101 Jan. 2011,29.4
AUT,038 Austria,EXPORT,2011,Feb,201102 Feb. 2011,17.1
AUT,038 Austria,EXPORT,2011,Mrt,201103 Mar. 2011,34.7
AUT,038 Austria,EXPORT,2011,Apr,201104 Apr. 2011,52.2
AUT,038 Austria,EXPORT,2011,Mei,201105 May. 2011,32.3
AUT,038 Austria,EXPORT,2011,Jun,201106 Jun. 2011,23.6
AUT,038 Austria,EXPORT,2011,Jul,201107 Jul. 2011,20.6
AUT,038 Austria,EXPORT,2011,Aug,201108 Aug. 2011,10.3
AUT,038 Austria,EXPORT,2011,Sep,201109 Sep. 2011,13.4
AUT,038 Austria,EXPORT,2011,Okt,201110 Oct. 2011,17.5
AUT,038 Austria,EXPORT,2011,Nov,201111 Nov. 2011,37.9
AUT,038 Austria,EXPORT,2011,Dec,201112 Dec. 2011,43.3
AUT,038 Austria,EXPORT,2012,Jan,201201 Jan. 2012,62.7
AUT,038 Austria,EXPORT,2012,Feb,201202 Feb. 2012,43.5
AUT,038 Austria,EXPORT,2012,Mrt,201203 Mar. 2012,38.6
AUT,038 Austria,EXPORT,2012,Apr,201204 Apr. 2012,53.5
AUT,038 Austria,EXPORT,2012,Mei,201205 May. 2012,66.7
AUT,038 Austria,EXPORT,2012,Jun,201206 Jun. 2012,91.5
AUT,038 Austria,EXPORT,2012,Jul,201207 Jul. 2012,29
AUT,038 Austria,EXPORT,2012,Aug,201208 Aug. 2012,36.8
AUT,038 Austria,EXPORT,2012,Sep,201209 Sep. 2012,34.2
AUT,038 Austria,EXPORT,2012,Okt,201210 Oct. 2012,39.4
AUT,038 Austria,EXPORT,2012,Nov,201211 Nov. 2012,43.4
AUT,038 Austria,EXPORT,2012,Dec,201212 Dec. 2012,52.9
AUT,038 Austria,EXPORT,2013,Jan,201301 Jan. 2013,59.1
AUT,038 Austria,EXPORT,2013,Feb,201302 Feb. 2013,69.7
AUT,038 Austria,EXPORT,2013,Mrt,201303 Mar. 2013,63.7
AUT,038 Austria,EXPORT,2013,Apr,201304 Apr. 2013,30.9
AUT,038 Austria,EXPORT,2013,Mei,201305 May. 2013,44.8
AUT,038 Austria,EXPORT,2013,Jun,201306 Jun. 2013,38.4
AUT,038 Austria,EXPORT,2013,Jul,201307 Jul. 2013,39
AUT,038 Austria,EXPORT,2013,Aug,201308 Aug. 2013,24.4
AUT,038 Austria,EXPORT,2013,Sep,201309 Sep. 2013,34
AUT,038 Austria,EXPORT,2013,Okt,201310 Oct. 2013,47.3
AUT,038 Austria,EXPORT,2013,Nov,201311 Nov. 2013,55.8
AUT,038 Austria,EXPORT,2013,Dec,201312 Dec. 2013,50.9
AUT,038 Austria,EXPORT,2014,Jan,201401 Jan. 2014,57.3
AUT,038 Austria,EXPORT,2014,Feb,201402 Feb. 2014,60.1
AUT,038 Austria,EXPORT,2014,Mrt,201403 Mar. 2014,48.5
AUT,038 Austria,EXPORT,2014,Apr,201404 Apr. 2014,47.5
AUT,038 Austria,EXPORT,2014,Mei,201405 May. 2014,66.8
AUT,038 Austria,EXPORT,2014,Jun,201406 Jun. 2014,62.3
AUT,038 Austria,EXPORT,2014,Jul,201407 Jul. 2014,45.2
AUT,038 Austria,EXPORT,2014,Aug,201408 Aug. 2014,49.3
AUT,038 Austria,EXPORT,2014,Sep,201409 Sep. 2014,50.9
AUT,038 Austria,EXPORT,2014,Okt,201410 Oct. 2014,45.2
AUT,038 Austria,EXPORT,2014,Nov,201411 Nov. 2014,71.6
AUT,038 Austria,EXPORT,2014,Dec,201412 Dec. 2014,77.2
AUT,038 Austria,EXPORT,2015,Jan,201501 Jan. 2015,71.3
AUT,038 Austria,EXPORT,2015,Feb,201502 Feb. 2015,54.5
AUT,038 Austria,EXPORT,2015,Mrt,201503 Mar. 2015,69.1
AUT,038 Austria,EXPORT,2015,Apr,201504 Apr. 2015,54.5
AUT,038 Austria,EXPORT,2015,Mei,201505 May. 2015,80.1
AUT,038 Austria,EXPORT,2015,Jun,201506 Jun. 2015,53.4
AUT,038 Austria,EXPORT,2015,Jul,201507 Jul. 2015,58.8
AUT,038 Austria,EXPORT,2015,Aug,201508 Aug. 2015,52.9
AUT,038 Austria,EXPORT,2015,Sep,201509 Sep. 2015,77
AUT,038 Austria,EXPORT,2015,Okt,201510 Oct. 2015,65.2
AUT,038 Austria,EXPORT,2015,Nov,201511 Nov. 2015,93.5
AUT,038 Austria,EXPORT,2015,Dec,201512 Dec. 2015,109
MLT,046 Malta,IMPORT,2010,Jan,201001 Jan. 2010,3
MLT,046 Malta,IMPORT,2010,Feb,201002 Feb. 2010,3.7
MLT,046 Malta,IMPORT,2010,Mrt,201003 Mar. 2010,4.3
MLT,046 Malta,IMPORT,2010,Apr,201004 Apr. 2010,6
MLT,046 Malta,IMPORT,2010,Mei,201005 May. 2010,9.5
MLT,046 Malta,IMPORT,2010,Jun,201006 Jun. 2010,7.6
MLT,046 Malta,IMPORT,2010,Jul,201007 Jul. 2010,12.7
MLT,046 Malta,IMPORT,2010,Aug,201008 Aug. 2010,11.6
MLT,046 Malta,IMPORT,2010,Sep,201009 Sep. 2010,7.6
MLT,046 Malta,IMPORT,2010,Okt,201010 Oct. 2010,6.3
MLT,046 Malta,IMPORT,2010,Nov,201011 Nov. 2010,7
MLT,046 Malta,IMPORT,2010,Dec,201012 Dec. 2010,6
MLT,046 Malta,IMPORT,2011,Jan,201101 Jan. 2011,5.6
MLT,046 Malta,IMPORT,2011,Feb,201102 Feb. 2011,6.3
MLT,046 Malta,IMPORT,2011,Mrt,201103 Mar. 2011,5.2
MLT,046 Malta,IMPORT,2011,Apr,201104 Apr. 2011,7
MLT,046 Malta,IMPORT,2011,Mei,201105 May. 2011,7.4
MLT,046 Malta,IMPORT,2011,Jun,201106 Jun. 2011,6.4
MLT,046 Malta,IMPORT,2011,Jul,201107 Jul. 2011,8.8
MLT,046 Malta,IMPORT,2011,Aug,201108 Aug. 2011,6.7
MLT,046 Malta,IMPORT,2011,Sep,201109 Sep. 2011,5.9
MLT,046 Malta,IMPORT,2011,Okt,201110 Oct. 2011,5.6
MLT,046 Malta,IMPORT,2011,Nov,201111 Nov. 2011,4.4
MLT,046 Malta,IMPORT,2011,Dec,201112 Dec. 2011,6.2
MLT,046 Malta,IMPORT,2012,Jan,201201 Jan. 2012,4.8
MLT,046 Malta,IMPORT,2012,Feb,201202 Feb. 2012,5.9
MLT,046 Malta,IMPORT,2012,Mrt,201203 Mar. 2012,6.8
MLT,046 Malta,IMPORT,2012,Apr,201204 Apr. 2012,6.8
MLT,046 Malta,IMPORT,2012,Mei,201205 May. 2012,6.7
MLT,046 Malta,IMPORT,2012,Jun,201206 Jun. 2012,9
MLT,046 Malta,IMPORT,2012,Jul,201207 Jul. 2012,8.5
MLT,046 Malta,IMPORT,2012,Aug,201208 Aug. 2012,5.7
MLT,046 Malta,IMPORT,2012,Sep,201209 Sep. 2012,11.7
MLT,046 Malta,IMPORT,2012,Okt,201210 Oct. 2012,7.8
MLT,046 Malta,IMPORT,2012,Nov,201211 Nov. 2012,6.4
MLT,046 Malta,IMPORT,2012,Dec,201212 Dec. 2012,6.3
MLT,046 Malta,IMPORT,2013,Jan,201301 Jan. 2013,7.2
MLT,046 Malta,IMPORT,2013,Feb,201302 Feb. 2013,6.3
MLT,046 Malta,IMPORT,2013,Mrt,201303 Mar. 2013,7.1
MLT,046 Malta,IMPORT,2013,Apr,201304 Apr. 2013,12.4
MLT,046 Malta,IMPORT,2013,Mei,201305 May. 2013,4.6
MLT,046 Malta,IMPORT,2013,Jun,201306 Jun. 2013,8.7
MLT,046 Malta,IMPORT,2013,Jul,201307 Jul. 2013,11.9
MLT,046 Malta,IMPORT,2013,Aug,201308 Aug. 2013,9.1
MLT,046 Malta,IMPORT,2013,Sep,201309 Sep. 2013,7.5
MLT,046 Malta,IMPORT,2013,Okt,201310 Oct. 2013,11.3
MLT,046 Malta,IMPORT,2013,Nov,201311 Nov. 2013,6.4
MLT,046 Malta,IMPORT,2013,Dec,201312 Dec. 2013,13.2
MLT,046 Malta,IMPORT,2014,Jan,201401 Jan. 2014,8.7
MLT,046 Malta,IMPORT,2014,Feb,201402 Feb. 2014,12.2
MLT,046 Malta,IMPORT,2014,Mrt,201403 Mar. 2014,10.8
MLT,046 Malta,IMPORT,2014,Apr,201404 Apr. 2014,14.7
MLT,046 Malta,IMPORT,2014,Mei,201405 May. 2014,18.9
MLT,046 Malta,IMPORT,2014,Jun,201406 Jun. 2014,19.8
MLT,046 Malta,IMPORT,2014,Jul,201407 Jul. 2014,17.6
MLT,046 Malta,IMPORT,2014,Aug,201408 Aug. 2014,15.2
MLT,046 Malta,IMPORT,2014,Sep,201409 Sep. 2014,20.8
MLT,046 Malta,IMPORT,2014,Okt,201410 Oct. 2014,16.7
MLT,046 Malta,IMPORT,2014,Nov,201411 Nov. 2014,12.8
MLT,046 Malta,IMPORT,2014,Dec,201412 Dec. 2014,10.3
MLT,046 Malta,IMPORT,2015,Jan,201501 Jan. 2015,13.4
MLT,046 Malta,IMPORT,2015,Feb,201502 Feb. 2015,13.1
MLT,046 Malta,IMPORT,2015,Mrt,201503 Mar. 2015,18.6
MLT,046 Malta,IMPORT,2015,Apr,201504 Apr. 2015,29.7
MLT,046 Malta,IMPORT,2015,Mei,201505 May. 2015,34.2
MLT,046 Malta,IMPORT,2015,Jun,201506 Jun. 2015,37.7
MLT,046 Malta,IMPORT,2015,Jul,201507 Jul. 2015,38.4
MLT,046 Malta,IMPORT,2015,Aug,201508 Aug. 2015,30.5
MLT,046 Malta,IMPORT,2015,Sep,201509 Sep. 2015,29.3
MLT,046 Malta,IMPORT,2015,Okt,201510 Oct. 2015,23.4
MLT,046 Malta,IMPORT,2015,Nov,201511 Nov. 2015,26.5
MLT,046 Malta,IMPORT,2015,Dec,201512 Dec. 2015,16.5
MLT,046 Malta,EXPORT,2010,Jan,201001 Jan. 2010,0
MLT,046 Malta,EXPORT,2010,Feb,201002 Feb. 2010,0
MLT,046 Malta,EXPORT,2010,Mrt,201003 Mar. 2010,0
MLT,046 Malta,EXPORT,2010,Apr,201004 Apr. 2010,0
MLT,046 Malta,EXPORT,2010,Mei,201005 May. 2010,0
MLT,046 Malta,EXPORT,2010,Jun,201006 Jun. 2010,0
MLT,046 Malta,EXPORT,2010,Jul,201007 Jul. 2010,0
MLT,046 Malta,EXPORT,2010,Aug,201008 Aug. 2010,0
MLT,046 Malta,EXPORT,2010,Sep,201009 Sep. 2010,0
MLT,046 Malta,EXPORT,2010,Okt,201010 Oct. 2010,0
MLT,046 Malta,EXPORT,2010,Nov,201011 Nov. 2010,0
MLT,046 Malta,EXPORT,2010,Dec,201012 Dec. 2010,0
MLT,046 Malta,EXPORT,2011,Jan,201101 Jan. 2011,0
MLT,046 Malta,EXPORT,2011,Feb,201102 Feb. 2011,0
MLT,046 Malta,EXPORT,2011,Mrt,201103 Mar. 2011,0
MLT,046 Malta,EXPORT,2011,Apr,201104 Apr. 2011,0
MLT,046 Malta,EXPORT,2011,Mei,201105 May. 2011,0
MLT,046 Malta,EXPORT,2011,Jun,201106 Jun. 2011,0
MLT,046 Malta,EXPORT,2011,Jul,201107 Jul. 2011,0
MLT,046 Malta,EXPORT,2011,Aug,201108 Aug. 2011,0
MLT,046 Malta,EXPORT,2011,Sep,201109 Sep. 2011,0
MLT,046 Malta,EXPORT,2011,Okt,201110 Oct. 2011,0
MLT,046 Malta,EXPORT,2011,Nov,201111 Nov. 2011,0
MLT,046 Malta,EXPORT,2011,Dec,201112 Dec. 2011,0
MLT,046 Malta,EXPORT,2012,Jan,201201 Jan. 2012,0
MLT,046 Malta,EXPORT,2012,Feb,201202 Feb. 2012,0
MLT,046 Malta,EXPORT,2012,Mrt,201203 Mar. 2012,0
MLT,046 Malta,EXPORT,2012,Apr,201204 Apr. 2012,0
MLT,046 Malta,EXPORT,2012,Mei,201205 May. 2012,0
MLT,046 Malta,EXPORT,2012,Jun,201206 Jun. 2012,0
MLT,046 Malta,EXPORT,2012,Jul,201207 Jul. 2012,0
MLT,046 Malta,EXPORT,2012,Aug,201208 Aug. 2012,0
MLT,046 Malta,EXPORT,2012,Sep,201209 Sep. 2012,0
MLT,046 Malta,EXPORT,2012,Okt,201210 Oct. 2012,0
MLT,046 Malta,EXPORT,2012,Nov,201211 Nov. 2012,0
MLT,046 Malta,EXPORT,2012,Dec,201212 Dec. 2012,0
MLT,046 Malta,EXPORT,2013,Jan,201301 Jan. 2013,0
MLT,046 Malta,EXPORT,2013,Feb,201302 Feb. 2013,0
MLT,046 Malta,EXPORT,2013,Mrt,201303 Mar. 2013,0
MLT,046 Malta,EXPORT,2013,Apr,201304 Apr. 2013,0
MLT,046 Malta,EXPORT,2013,Mei,201305 May. 2013,0
MLT,046 Malta,EXPORT,2013,Jun,201306 Jun. 2013,0
